#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.507966    0.507966           0
           2    0.438561    0.473264   0.0245381
           3    0.505379    0.483969   0.0185475
           4    0.472522    0.481107   0.0141297
           5    0.459775    0.476841   0.0119305
           6    0.535672    0.486646   0.0133778
           7    0.418177    0.476865   0.0146113
           8    0.510679    0.481091   0.0133823
           9    0.505294    0.483781   0.0121625
          10    0.474765    0.482879   0.0109797
          11    0.431856     0.47824   0.0109174
          12    0.515167    0.481318   0.0104323
          13    0.465154    0.480074   0.0097036
          14     0.48202    0.480213  0.00901148
          15    0.446992    0.477999  0.00867861
          16    0.482488    0.478279  0.00814074
          17    0.456173    0.476979  0.00776503
          18    0.493878    0.477918  0.00739018
          19    0.448068    0.476347  0.00716627
          20    0.460335    0.475546  0.00685253
