#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.965614   -0.965614           0
           2   -0.974205   -0.969909  0.00303745
           3    -0.97255    -0.97079  0.00214877
           4   -0.973772   -0.971535  0.00173612
           5    -0.97542   -0.972312  0.00155305
           6   -0.971346   -0.972151  0.00130254
           7   -0.972913    -0.97226    0.001121
           8   -0.978234   -0.973007  0.00120421
           9   -0.971625   -0.972853  0.00108016
          10   -0.974092   -0.972977 0.000979219
          11   -0.977369   -0.973376 0.000968176
          12   -0.976874   -0.973668 0.000930326
          13   -0.971686   -0.973515 0.000871157
          14   -0.973317   -0.973501 0.000809047
          15    -0.97383   -0.973523 0.000755409
          16   -0.974017   -0.973554 0.000708825
          17   -0.974376   -0.973602 0.000668777
          18   -0.974928   -0.973676 0.000635665
          19   -0.977189   -0.973861 0.000628522
          20   -0.976215   -0.973979  0.00060802
