#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.382229    0.382229           0
           2    0.334378    0.358303   0.0169179
           3    0.337701    0.351436   0.0125956
           4     0.33598    0.347572   0.0100218
           5    0.319421    0.341942   0.0094678
           6    0.352803    0.343752  0.00806103
           7     0.33373     0.34232  0.00703543
           8    0.303345    0.337448  0.00765932
           9    0.351366    0.338995  0.00696266
          10    0.338907    0.338986   0.0062664
          11    0.298756    0.335329  0.00667924
          12    0.300944    0.332463  0.00670915
          13    0.347674    0.333633  0.00629427
          14    0.340929    0.334154  0.00586621
          15     0.32488    0.333536  0.00550762
          16    0.336155      0.3337  0.00516583
          17    0.325668    0.333227  0.00488351
          18    0.330266    0.333063  0.00461498
          19    0.309114    0.331802  0.00454096
          20    0.308578    0.330641  0.00445991
