#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     70.8175     70.8175           0
           2     79.0125      74.915     2.89737
           3     78.0551     75.9617      2.1122
           4      78.586     76.6178     1.68296
           5     80.2387      77.342     1.49408
           6     76.4527     77.1938     1.25239
           7     77.4735     77.2337     1.07412
           8     83.4612     78.0122     1.18892
           9     76.7993     77.8774     1.06443
          10     79.4321     78.0329    0.969273
          11     81.8671     78.3814    0.941749
          12     81.7956     78.6659    0.905228
          13     77.1096     78.5462    0.843474
          14     78.2962     78.5284    0.783415
          15     78.8033     78.5467    0.731402
          16     78.9128     78.5696    0.686047
          17     79.3135     78.6133    0.647085
          18     79.9681     78.6886    0.615497
          19     82.1937     78.8731    0.610123
          20     81.2173     78.9903    0.590769
