#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.228178   -0.228178           0
           2    0.174997  -0.0265902    0.142544
           3  -0.0154424  -0.0228743   0.0950776
           4   -0.001288  -0.0174777   0.0714612
           5   0.0642008   -0.001142   0.0590066
           6   0.0746852   0.0114959   0.0505074
           7   -0.158554   -0.012797   0.0487856
           8  -0.0729056  -0.0203105   0.0432621
           9    0.304626   0.0157935   0.0513564
          10   0.0102388    0.015238   0.0462237
          11   0.0350192   0.0170363   0.0420565
          12   -0.106416  0.00674863   0.0397902
          13  -0.0091048  0.00552914   0.0367481
          14    0.102941   0.0124871   0.0347757
          15  -0.0656848  0.00727565   0.0328455
          16    0.102096   0.0132019   0.0313227
          17  -0.0818376  0.00761134    0.029975
          18    0.207101   0.0186941   0.0302893
          19    0.454394   0.0416257   0.0363537
          20   -0.216166   0.0287361   0.0367501
