#   N_BLOCK:  ACCEPTANCE:
           1     0.42392
           2    0.423743
           3    0.423937
           4    0.423961
           5    0.423893
           6    0.423848
           7    0.423836
           8      0.4239
           9    0.423888
          10    0.423827
          11    0.423767
          12    0.423768
          13     0.42365
          14    0.423582
          15    0.423626
          16    0.423572
          17    0.423594
          18    0.423593
          19    0.423597
          20    0.423541
