#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     9.80818     9.80818           0
           2     9.57438     9.69128   0.0826608
           3     9.34556     9.57604    0.109043
           4     9.74052     9.61716   0.0891989
           5     9.97138       9.688   0.0954317
           6     9.80434     9.70739   0.0814724
           7     8.73372      9.5683    0.146494
           8     10.6601     9.70478    0.180912
           9     10.6854     9.81373    0.190819
          10     10.5652     9.88888    0.185946
          11     10.5021     9.94462    0.177201
          12     10.3724     9.98027    0.165981
          13     10.3642     10.0098    0.155818
          14      10.193     10.0229    0.145237
          15     9.88526     10.0137    0.135844
          16      9.4612     9.97918    0.131669
          17     10.3403     10.0004    0.125626
          18     10.1622     10.0094    0.118968
          19     10.2577     10.0225    0.113422
          20     10.6176     10.0522    0.111586
