#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.812342   -0.812342           0
           2   -0.812002   -0.812172  0.00012018
           3   -0.811984   -0.812109 9.50482e-05
           4    -0.81364   -0.812492 0.000339077
           5   -0.811395   -0.812272 0.000334792
           6   -0.812903   -0.812377 0.000295002
           7   -0.812017   -0.812326 0.000257303
           8   -0.814602   -0.812611 0.000348548
           9   -0.814022   -0.812767 0.000343302
          10   -0.812364   -0.812727 0.000311336
          11   -0.813072   -0.812758 0.000284609
          12   -0.811835   -0.812681 0.000271103
          13   -0.813719   -0.812761 0.000261741
          14   -0.811925   -0.812701 0.000249764
          15   -0.812088   -0.812661 0.000236441
          16   -0.811728   -0.812602 0.000228728
          17   -0.813539   -0.812657 0.000221815
          18   -0.815465   -0.812813 0.000258576
          19   -0.813874   -0.812869 0.000250923
          20   -0.813725   -0.812912 0.000242001
