#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.477054    0.477054           0
           2    0.459817    0.468436  0.00609408
           3      0.4695     0.46879  0.00407303
           4    0.481591     0.47199  0.00412457
           5    0.452639     0.46812  0.00478242
           6    0.493267    0.472311  0.00552461
           7    0.449495    0.469052  0.00561518
           8    0.459544    0.467863  0.00503748
           9      0.4714    0.468256  0.00449307
          10     0.47859     0.46929  0.00416091
          11    0.485903      0.4708  0.00404747
          12    0.463307    0.470176  0.00375804
          13    0.481631    0.471057  0.00357077
          14    0.466054    0.470699  0.00333354
          15    0.464807    0.470307  0.00313436
          16    0.455619    0.469389  0.00306995
          17    0.450315    0.468267  0.00308759
          18    0.483444     0.46911  0.00302901
          19    0.468058    0.469054  0.00287009
          20      0.4993    0.470567   0.0030995
