#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     28.5924     28.5924           0
           2     28.0882     28.3403    0.178271
           3       29.44     28.7069    0.322046
           4     32.5425     29.6658    0.864855
           5     29.4089     29.6144    0.693408
           6     29.3856     29.5763    0.578888
           7      31.464     29.8459    0.555461
           8     28.4384       29.67    0.513138
           9     24.7409     29.1223    0.688961
          10     29.5311     29.1632    0.621277
          11     30.3275     29.2691    0.573743
          12     29.1425     29.2585    0.526028
          13     31.3268     29.4176    0.509057
          14     34.0745     29.7502    0.571126
          15     30.2236     29.7818    0.533922
          16     29.6838     29.7757    0.500587
          17     27.4713     29.6401     0.48915
          18     25.3733     29.4031    0.516227
          19     30.9327     29.4836    0.495295
          20     32.7489     29.6469    0.496711
