#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.451332    0.451332           0
           2    0.436717    0.444025  0.00516715
           3    0.421607    0.436552  0.00700675
           4    0.448065     0.43943  0.00581626
           5    0.431249    0.437794  0.00487776
           6    0.430291    0.436544  0.00422204
           7    0.443986    0.437607  0.00375039
           8     0.43985    0.437887  0.00329205
           9    0.385195    0.432033  0.00624751
          10    0.438333    0.432663  0.00565444
          11    0.431938    0.432597  0.00514078
          12     0.43459    0.432763  0.00471507
          13    0.424498    0.432127  0.00439502
          14    0.454716    0.433741  0.00436724
          15    0.457789    0.435344  0.00436045
          16    0.440387    0.435659   0.0040993
          17    0.432308    0.435462   0.0038629
          18    0.415679    0.434363  0.00380142
          19     0.43196    0.434236  0.00360345
          20    0.404688    0.432759  0.00371383
