#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.009642    0.009642           0
           2   -0.007202     0.00122  0.00595525
           3   -0.027516 -0.00835867  0.00877095
           4    0.037488    0.003103    0.011908
           5   -0.046778  -0.0068732   0.0130527
           6    0.046464  0.00201633   0.0135708
           7    0.064692     0.01097   0.0142836
           8    -0.01706  0.00746625   0.0129208
           9    0.076072   0.0150891   0.0135484
          10   -0.118154   0.0017648   0.0175632
          11    0.027034    0.004062   0.0161161
          12    -0.05293-0.000687333   0.0154571
          13     0.01444 0.000476308   0.0143118
          14    0.170438   0.0126164    0.017705
          15    0.054714   0.0154229   0.0167456
          16    0.043674   0.0171886   0.0157918
          17   -0.029416   0.0144472    0.015099
          18   -0.067652  0.00988611   0.0149332
          19    0.169192   0.0182706   0.0163323
          20    0.061978    0.020456   0.0156612
