#   N_BLOCK:  ACCEPTANCE:
           1    0.260778
           2    0.260641
           3    0.260891
           4    0.260993
           5    0.260915
           6    0.261012
           7    0.261013
           8     0.26087
           9    0.261036
          10    0.260909
          11    0.260829
          12    0.260673
          13    0.260676
          14     0.26061
          15    0.260595
          16    0.260645
          17    0.260683
          18    0.260793
          19    0.260798
          20    0.260634
