#   N_BLOCK:  ACCEPTANCE:
           1    0.440754
           2    0.440325
           3    0.440485
           4    0.440484
           5    0.440575
           6    0.440456
           7    0.440333
           8     0.44037
           9    0.440429
          10    0.440456
          11    0.440413
          12    0.440401
          13    0.440322
          14    0.440219
          15    0.440223
          16    0.440201
          17    0.440219
          18    0.440174
          19    0.440191
          20    0.440175
