#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.289608    0.289608           0
           2    0.290091     0.28985 0.000170738
           3    0.292065    0.290588 0.000613535
           4    0.291095    0.290715 0.000473042
           5    0.292681    0.291108 0.000516636
           6    0.288197    0.290623 0.000617678
           7    0.289288    0.290432 0.000558079
           8    0.306229    0.292407  0.00191052
           9    0.290601    0.292206  0.00170875
          10     0.28292    0.291278  0.00177233
          11    0.295652    0.291675  0.00165522
          12    0.286038    0.291205  0.00158255
          13    0.290549    0.291155  0.00146162
          14    0.287643    0.290904  0.00137858
          15    0.294262    0.291128  0.00130472
          16    0.292358    0.291205  0.00122544
          17    0.290699    0.291175  0.00115372
          18    0.292561    0.291252  0.00109219
          19    0.293815    0.291387    0.001043
          20     0.29117    0.291376 0.000990904
