#   N_BLOCK:  ACCEPTANCE:
           1    0.420064
           2    0.420018
           3    0.420104
           4    0.420176
           5    0.419998
           6    0.419918
           7    0.419905
           8    0.419977
           9    0.420043
          10    0.420116
          11    0.420052
          12    0.420201
          13     0.42013
          14    0.420135
          15    0.420238
          16    0.420171
          17    0.420126
          18    0.420138
          19    0.420169
          20    0.420089
