#   N_BLOCK:  ACCEPTANCE:
           1    0.486565
           2    0.486357
           3    0.486355
           4    0.486554
           5    0.486552
           6    0.486547
           7    0.486537
           8    0.486521
           9     0.48647
          10    0.486529
          11    0.486436
          12    0.486403
          13    0.486312
          14    0.486255
          15    0.486241
          16    0.486165
          17    0.486124
          18    0.486206
          19    0.486225
          20    0.486227
