#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.006574    0.006574           0
           2   0.0079396   0.0072568 0.000482813
           3   0.0026036  0.00570573   0.0013067
           4   0.0206744   0.0094479  0.00338575
           5  -0.0036648  0.00682536  0.00358311
           6  -0.0031112  0.00516927  0.00334683
           7   0.0203104  0.00733229  0.00349854
           8   -0.003614    0.005964  0.00331802
           9   -0.005622  0.00467667  0.00318932
          10  -0.0017708  0.00403192  0.00293484
          11   0.0397568  0.00727964  0.00408744
          12  -0.0128012  0.00560623    0.004075
          13    -0.00572  0.00473498  0.00385355
          14   0.0116256  0.00522717  0.00360959
          15  -0.0175984  0.00370547  0.00367574
          16   0.0016664  0.00357802  0.00344821
          17   0.0064556  0.00374729  0.00324953
          18   -0.010052  0.00298067  0.00315814
          19   0.0223308  0.00399909  0.00315185
          20   0.0095124  0.00427476  0.00300629
