#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.346813    0.346813           0
           2    0.331175    0.338994   0.0055291
           3    0.349585    0.342525  0.00467935
           4    0.340365    0.341985  0.00354052
           5    0.335341    0.340656  0.00307162
           6    0.342369    0.340941  0.00257292
           7    0.322376    0.338289  0.00330048
           8    0.335359    0.337923  0.00290817
           9    0.341478    0.338318  0.00261173
          10    0.341596    0.338646  0.00237104
          11    0.337638    0.338554  0.00215726
          12    0.340283    0.338698  0.00198229
          13    0.336357    0.338518  0.00183797
          14    0.340044    0.338627  0.00170992
          15    0.333237    0.338268  0.00163324
          16    0.348381      0.3389  0.00164895
          17    0.336494    0.338758  0.00155801
          18    0.344223    0.339062  0.00150074
          19    0.327199    0.338438  0.00154619
          20    0.342014    0.338616  0.00147918
