#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.346354    0.346354           0
           2    0.351217    0.348786  0.00171939
           3    0.350854    0.349475  0.00127698
           4    0.349785    0.349552 0.000960081
           5    0.351896    0.350021 0.000875071
           6    0.350676     0.35013 0.000736001
           7    0.347847    0.349804 0.000699427
           8    0.354592    0.350403 0.000829395
           9    0.347676      0.3501 0.000790637
          10    0.348716    0.349961 0.000723578
          11    0.350853    0.350042 0.000662326
          12     0.35119    0.350138 0.000613999
          13    0.349659    0.350101 0.000567872
          14    0.348249    0.349969 0.000542505
          15    0.348181     0.34985 0.000519261
          16     0.34821    0.349747 0.000496811
          17    0.349593    0.349738  0.00046767
          18    0.350396    0.349775 0.000443115
          19    0.353049    0.349947 0.000452065
          20    0.349555    0.349927 0.000429887
