#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.068764    0.068764           0
           2   0.0726924   0.0707282   0.0013889
           3   0.0702912   0.0705825  0.00093354
           4   0.0690432   0.0701977 0.000775429
           5   0.0611468   0.0683875  0.00173385
           6   0.0653232   0.0678768  0.00151823
           7   0.0723016   0.0685089  0.00142687
           8   0.0745712   0.0692667  0.00143571
           9   0.0720264   0.0695733  0.00130852
          10    0.069818   0.0695978  0.00117789
          11   0.0743588   0.0700306  0.00114758
          12   0.0720424   0.0701983  0.00106412
          13   0.0787168   0.0708535  0.00116671
          14    0.073066   0.0710116  0.00109402
          15   0.0696284   0.0709194  0.00102496
          16   0.0739312   0.0711076 0.000978038
          17   0.0746692   0.0713171 0.000942678
          18    0.070864   0.0712919 0.000890643
          19   0.0709932   0.0712762 0.000843906
          20   0.0707652   0.0712507 0.000802097
