#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.251861    0.251861           0
           2    0.249202    0.250531 0.000939923
           3    0.249909    0.250324 0.000649125
           4    0.249974    0.250236 0.000492695
           5    0.251747    0.250539 0.000477921
           6    0.248896    0.250265 0.000470152
           7    0.249371    0.250137 0.000419968
           8    0.250406    0.250171 0.000368813
           9    0.250938    0.250256 0.000337555
          10    0.251317    0.250362 0.000320025
          11    0.251418    0.250458 0.000304992
          12    0.248251    0.250274 0.000330393
          13    0.251285    0.250352 0.000313993
          14    0.249308    0.250277  0.00030029
          15    0.252484    0.250425  0.00031424
          16    0.252355    0.250545 0.000316921
          17    0.249741    0.250498 0.000301786
          18    0.251899    0.250576 0.000294888
          19    0.250388    0.250566 0.000279533
          20    0.249741    0.250525  0.00026858
