#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.012204   -0.012204           0
           2   -0.014192   -0.013198 0.000702864
           3   -0.003296 -0.00989733  0.00273542
           4   -0.003252   -0.008236  0.00250578
           5    0.007908  -0.0050072  0.00351548
           6   -0.000278   -0.004219  0.00301664
           7    0.016136 -0.00131114  0.00373276
           8    0.007282   -0.000237  0.00341722
           9   -0.007274 -0.00101889   0.0031257
          10    0.000744  -0.0008426   0.0028181
          11    0.011902    0.000316  0.00278992
          12    0.015624  0.00159167  0.00283411
          13       5e-05  0.00147308  0.00261858
          14   -0.002358  0.00119943  0.00244579
          15   -0.013744   0.0002032  0.00247734
          16   -0.008548 -0.00034375  0.00238212
          17    0.005334-9.76471e-06  0.00226529
          18   -0.004806-0.000276222  0.00215505
          19   -0.010544-0.000816632   0.0021083
          20    0.003258  -0.0006129   0.0020127
