#   N_BLOCK:  ACCEPTANCE:
           1     0.43237
           2    0.432113
           3    0.432137
           4    0.432148
           5    0.432223
           6    0.432151
           7    0.432107
           8    0.432233
           9    0.432285
          10    0.432351
          11    0.432343
          12    0.432309
          13    0.432214
          14    0.432158
          15    0.432197
          16     0.43212
          17    0.432163
          18    0.432077
          19    0.432033
          20    0.431997
