#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.442856    0.442856           0
           2    0.434401    0.438628  0.00298925
           3    0.439308    0.438855   0.0020014
           4    0.437027    0.438398  0.00155231
           5    0.440806     0.43888  0.00131446
           6    0.435762     0.43836  0.00119368
           7    0.444751    0.439273  0.00132717
           8    0.437822    0.439092  0.00117361
           9     0.43835    0.439009   0.0010461
          10    0.444275    0.439536  0.00106584
          11    0.438689    0.439459 0.000971717
          12    0.439101    0.439429 0.000891198
          13     0.44407    0.439786 0.000891272
          14     0.44493    0.440153 0.000900176
          15    0.438809    0.440064 0.000844612
          16    0.440461    0.440089 0.000792189
          17    0.438458    0.439993 0.000751375
          18    0.437801    0.439871 0.000719433
          19    0.441142    0.439938 0.000684673
          20    0.441954    0.440039  0.00065782
