#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.65455     4.65455           0
           2     4.65455     4.65455           0
           3     5.89091     5.06667    0.336496
           4     2.61818     4.45455    0.587121
           5     1.16364     3.79636    0.753112
           6    0.290909     3.21212    0.823603
           7    0.290909     2.79481    0.804757
           8   0.0727273     2.45455    0.772754
           9     1.16364     2.31111    0.700078
          10   0.0727273     2.08727    0.664892
          11     1.81818     2.06281    0.604897
          12     1.16364     1.98788    0.559111
          13     3.56364     2.10909    0.529078
          14     10.4727     2.70649    0.756809
          15     12.2909     3.34545    0.938078
          16     5.89091     3.50455    0.892837
          17     1.16364     3.36684     0.85087
          18     1.16364     3.24444    0.812355
          19     2.61818     3.21148    0.770268
          20           0     3.05091    0.748305
          21    0.654545      2.9368    0.721319
          22     1.81818     2.88595    0.690322
          23           0     2.76047    0.671615
          24   0.0727273     2.64848    0.652901
          25           0     2.54255    0.635321
          26     1.81818     2.51469    0.611497
          27    0.654545     2.44579    0.592717
          28     1.81818     2.42338    0.571972
          29         8.8     2.64326     0.59301
          30         8.8     2.84848    0.607717
          31     12.2909     3.15308    0.660047
          32     10.4727     3.38182    0.677898
          33     4.65455     3.42039    0.658452
          34     2.61818     3.39679    0.639508
          35     5.89091     3.46805    0.625194
          36     10.4727     3.66263    0.637387
          37     7.27273      3.7602    0.627584
          38         8.8     3.89282    0.624925
          39     1.81818     3.83963    0.611161
          40     7.27273     3.92545    0.601879
          41     3.56364     3.91663    0.587263
          42    0.654545     3.83896    0.578394
          43     2.61818     3.81057    0.565639
          44    0.654545     3.73884    0.557313
          45    0.654545      3.6703    0.549127
          46   0.0727273     3.59209     0.54273
          47   0.0727273     3.51721    0.536323
          48   0.0727273     3.44545    0.529929
          49     1.81818     3.41224    0.520154
          50     4.65455     3.43709    0.510344
          51     2.61818     3.42103    0.500589
          52     12.2909     3.59161    0.519211
          53     12.2909     3.75575     0.53473
          54     18.6182     4.03098    0.591433
          55     12.2909     4.18116    0.599444
          56     4.65455     4.18961    0.588799
          57    0.290909     4.12121    0.582429
          58   0.0727273     4.05141    0.576554
          59   0.0727273     3.98398    0.570712
          60   0.0727273     3.91879    0.564911
          61   0.0727273     3.85574    0.559158
          62     4.65455     3.86862    0.550288
          63     5.89091     3.90072    0.542488
          64     5.89091     3.93182    0.534902
          65     3.56364     3.92615    0.526703
          66     3.56364     3.92066    0.518751
          67     16.3636     4.10638    0.543236
          68     12.2909     4.22674    0.548419
          69     12.2909     4.34361    0.552784
          70     14.2545     4.48519    0.562727
          71     16.3636      4.6525    0.579138
          72     3.56364     4.63737    0.571291
          73     7.27273     4.67347    0.564605
          74         8.8     4.72924    0.559722
          75     5.89091     4.74473    0.552473
          76     5.89091     4.75981     0.54541
          77   0.0727273     4.69894    0.541713
          78    0.290909     4.64242    0.537707
          79    0.654545     4.59194    0.533265
          80     3.56364     4.57909    0.526754
          81     7.27273     4.61235      0.5213
          82         8.8     4.66341    0.517438
          83     4.65455     4.66331    0.511204
          84     16.3636      4.8026    0.523751
          85         8.8     4.84963    0.519696
          86     7.27273      4.8778    0.514416
          87         8.8     4.92288    0.510475
          88     4.65455     4.91983    0.504683
          89     3.56364      4.9046    0.499243
          90    0.654545     4.85737    0.495924
          91    0.290909     4.80719    0.493007
          92    0.290909      4.7581    0.490086
          93     1.16364     4.71945    0.486338
          94     10.4727     4.78066       0.485
          95         8.8     4.82297    0.481736
          96     5.89091     4.83409    0.476847
          97     1.16364     4.79625     0.47343
          98    0.290909     4.75028    0.470826
          99           0      4.7023    0.468509
         100           0     4.65527    0.466177
         101     2.61818      4.6351    0.461998
         102     7.27273     4.66096    0.458191
         103     5.89091      4.6729    0.453899
         104    0.654545     4.63427    0.451176
         105     2.61818     4.61506    0.447287
         106    0.290909     4.57427    0.444924
         107     3.56364     4.56483    0.440866
         108     4.65455     4.56566    0.436785
         109     5.89091     4.57781    0.432947
         110     10.4727      4.6314    0.432315
         111     5.89091     4.64275    0.428569
         112     4.65455     4.64286    0.424742
         113     1.81818     4.61786    0.421719
         114    0.290909      4.5799    0.419724
         115   0.0727273     4.54071      0.4179
         116     1.16364      4.5116     0.41531
         117     4.65455     4.51282    0.411762
         118           0     4.47458    0.410045
         119     1.16364     4.44675    0.407542
         120    0.290909     4.41212    0.405615
         121    0.290909     4.37806     0.40369
         122     7.27273     4.40179    0.401078
         123     12.2909     4.46593    0.402913
         124     16.3636     4.56188    0.410929
         125     12.2909     4.62371    0.412268
         126     18.6182     4.73478    0.423693
         127     18.6182     4.84409     0.43423
         128     29.0909     5.03352    0.470345
         129     26.2545     5.19803     0.49463
         130     18.6182     5.30126    0.501482
         131     21.0182     5.42124    0.511805
         132     5.89091     5.42479     0.50794
         133     1.16364     5.39275     0.50513
         134           0     5.35251    0.502961
         135     1.16364     5.32148    0.500192
         136     2.61818      5.3016    0.496909
         137     3.56364     5.28892    0.493444
         138    0.654545     5.25534    0.491009
         139    0.654545     5.22224    0.488591
         140           0     5.18494    0.486523
         141    0.654545      5.1528    0.484132
         142   0.0727273     5.11703    0.482043
         143    0.290909     5.08328    0.479852
         144    0.290909        5.05    0.477672
         145   0.0727273     5.01567     0.47561
         146    0.290909     4.98331    0.473452
         147    0.290909     4.95139    0.471306
         148    0.654545     4.92236    0.469015
         149    0.290909     4.89128    0.466896
         150   0.0727273     4.85915    0.464887
         151           0     4.82697    0.462921
         152     1.81818     4.80718    0.460298
         153     1.81818     4.78764    0.457704
         154     1.81818     4.76836    0.455138
         155     4.65455     4.76762    0.452202
         156     7.27273     4.78368    0.449589
         157    0.654545     4.75738    0.447494
         158   0.0727273     4.72773    0.445643
         159     1.16364     4.70532    0.443403
         160    0.654545        4.68    0.441354
         161     1.16364     4.65816    0.439153
         162     4.65455     4.65814    0.436442
         163     1.16364      4.6367    0.434291
         164   0.0727273     4.60887    0.432533
         165           0     4.58094    0.430813
         166           0     4.55334    0.429101
         167     3.56364     4.54741    0.426572
         168     2.61818     4.53593    0.424187
         169     2.61818     4.52458    0.421829
         170     2.61818     4.51337    0.419497
         171     4.65455     4.51419    0.417045
         172     2.61818     4.50317    0.414766
         173    0.290909     4.47882    0.413082
         174     1.81818     4.46353    0.410991
         175    0.654545     4.44177    0.409218
         176     3.56364     4.43678    0.406924
         177     2.61818      4.4265    0.404754
         178    0.654545     4.40531    0.403035
         179     1.16364      4.3872     0.40119
         180           0     4.36283    0.399701
         181     3.56364     4.35841    0.397517
         182    0.654545     4.33806    0.395853
         183    0.290909     4.31595    0.394307
         184     1.81818     4.30237    0.392398
         185     1.81818     4.28894    0.390507
         186    0.290909     4.26745    0.388998
         187     3.56364     4.26368    0.386936
         188     1.81818     4.25068    0.385097
         189    0.290909     4.22973    0.383629
         190     1.81818     4.21703    0.381819
         191   0.0727273     4.19534    0.380436
         192           0     4.17348    0.379082
         193     3.56364     4.17033    0.377131
         194     4.65455     4.17282    0.375195
         195     4.65455     4.17529    0.373279
         196     5.89091     4.18404    0.371477
         197           0     4.16281    0.370198
         198   0.0727273     4.14215    0.368905
         199     1.16364     4.12718    0.367354
         200    0.654545     4.10982    0.365928
         201     4.65455     4.11253    0.364117
         202     5.89091     4.12133    0.362421
         203     7.27273     4.13686    0.360968
         204     5.89091     4.14545    0.359301
         205     4.65455     4.14794    0.357557
         206           0      4.1278    0.356388
         207     4.65455     4.13035    0.354675
         208     3.56364     4.12762     0.35298
         209     7.27273     4.14267    0.351612
         210     3.56364     4.13991    0.349949
         211     1.16364     4.12581    0.348574
         212     1.81818     4.11492      0.3471
         213   0.0727273     4.09595    0.345989
         214     1.16364     4.08224    0.344643
         215    0.290909     4.06461    0.343491
         216     3.56364     4.06229    0.341909
         217     4.65455     4.06502    0.340344
         218     4.65455     4.06772    0.338793
         219     2.61818      4.0611    0.337311
         220     2.61818     4.05455    0.335842
         221    0.290909     4.03752    0.334753
         222     1.16364     4.02457    0.333496
         223    0.654545     4.00946    0.332343
         224    0.290909     3.99286    0.331273
         225     1.16364     3.98028    0.330039
         226     3.56364     3.97844    0.328584
         227   0.0727273     3.96123    0.327587
         228    0.654545     3.94673    0.326471
         229    0.654545     3.93235    0.325362
         230           0     3.91526    0.324396
         231     1.81818     3.90618    0.323119
         232     2.61818     3.90063    0.321774
         233     3.56364     3.89918    0.320396
         234     7.27273      3.9136    0.319351
         235     4.65455     3.91675    0.318007
         236     2.61818     3.91125    0.316708
         237    0.290909     3.89597    0.315739
         238    0.654545     3.88235    0.314706
         239     2.61818     3.87706    0.313434
         240     1.81818     3.86848    0.312246
         241     2.61818      3.8633    0.310993
         242     2.61818     3.85815     0.30975
         243     10.4727     3.88537    0.309669
         244     5.89091     3.89359    0.308509
         245     1.81818     3.88512    0.307366
         246     1.81818     3.87672    0.306232
         247     3.56364     3.87545    0.304995
         248     4.65455     3.87859    0.303781
         249     2.61818     3.87353    0.302603
         250    0.654545     3.86065    0.301667
         251     1.16364     3.84991    0.300656
         252     5.89091     3.85801    0.299572
         253     2.61818     3.85311    0.298428
         254   0.0727273     3.83822    0.297624
         255     3.56364     3.83715    0.296459
         256     2.61818     3.83239    0.295339
         257    0.654545     3.82002    0.294449
         258     3.56364     3.81903    0.293309
         259     12.2909     3.85174    0.293995
         260     10.4727      3.8772    0.293965
         261     3.56364       3.876    0.292841
         262     3.56364     3.87481    0.291726
         263    0.290909     3.86118    0.290935
         264    0.290909     3.84766    0.290147
         265     1.16364     3.83753    0.289229
         266     4.65455      3.8406    0.288158
         267     1.16364     3.83058    0.287253
         268   0.0727273     3.81655    0.286523
         269    0.654545      3.8048    0.285699
         270    0.654545     3.79313    0.284879
         271         8.8     3.81161    0.284426
         272     5.89091     3.81925    0.283483
         273     3.56364     3.81832    0.282446
         274     3.56364     3.81739    0.281417
         275     3.56364     3.81646    0.280395
         276     1.16364     3.80685    0.279544
         277     7.27273     3.81936    0.278814
         278     4.65455     3.82237    0.277828
         279     7.27273     3.83473    0.277107
         280     4.65455     3.83766    0.276133
         281         8.8     3.85532    0.275714
         282     14.2545      3.8922    0.277192
         283     14.2545     3.92881     0.27862
         284     4.65455     3.93137    0.277651
         285     2.61818     3.92676    0.276715
         286     5.89091     3.93363    0.275833
         287    0.654545      3.9222    0.275108
         288     1.16364     3.91263    0.274319
         289    0.290909     3.90009    0.273656
         290           0     3.88665    0.273043
         291     2.61818     3.88229    0.272139
         292     1.16364     3.87298    0.271367
         293           0     3.85976    0.270762
         294    0.290909     3.84762    0.270113
         295    0.654545      3.8368    0.269414
