#   N_BLOCK:  ACCEPTANCE:
           1   0.0381982
           2   0.0395533
           3   0.0390849
           4   0.0389883
           5   0.0384844
           6   0.0378562
           7   0.0373563
           8   0.0372549
           9   0.0376361
          10   0.0375124
          11   0.0371281
          12   0.0368142
          13   0.0370122
          14   0.0368677
          15   0.0369632
          16    0.036682
          17   0.0367198
          18   0.0368328
          19    0.036601
          20   0.0366131
