#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.24717     0.24717           0
           2    0.247671     0.24742 0.000177129
           3    0.250922    0.248587 0.000960225
           4     0.24773    0.248373 0.000743734
           5     0.24888    0.248474 0.000601867
           6    0.250937    0.248885 0.000626028
           7    0.250492    0.249114 0.000577181
           8    0.249234    0.249129 0.000505226
           9    0.248708    0.249083  0.00045125
          10    0.249686    0.249143 0.000410138
          11    0.248763    0.249108 0.000374301
          12    0.249196    0.249116 0.000343181
          13    0.251052    0.249265 0.000347604
          14    0.249625     0.24929 0.000323725
          15    0.248253    0.249221 0.000309436
          16    0.248079     0.24915 0.000298224
          17    0.249563    0.249174 0.000281671
          18     0.24733    0.249072 0.000284046
          19    0.249647    0.249102 0.000270703
          20    0.250283    0.249161 0.000263525
