#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.343357    0.343357           0
           2    0.329239    0.336298  0.00499137
           3    0.345764    0.339454  0.00420835
           4     0.33915    0.339378  0.00315694
           5    0.334522    0.338407  0.00267075
           6    0.340909    0.338824  0.00225794
           7    0.323312    0.336608  0.00282043
           8    0.337787    0.336755  0.00247172
           9    0.344129    0.337574  0.00232893
          10    0.339999    0.337817  0.00210862
          11    0.336338    0.337682  0.00192121
          12    0.339755    0.337855  0.00176886
          13    0.340933    0.338092  0.00164856
          14    0.342845    0.338431  0.00156538
          15    0.328151    0.337746  0.00160406
          16    0.345867    0.338254  0.00158206
          17    0.335195    0.338074   0.0014992
          18    0.340991    0.338236  0.00142464
          19    0.323811    0.337477   0.0015387
          20    0.343233    0.337764  0.00148845
