#   N_BLOCK:  ACCEPTANCE:
           1    0.342859
           2    0.342813
           3    0.342846
           4    0.343204
           5    0.343131
           6    0.343129
           7    0.342934
           8    0.342775
           9    0.342964
          10    0.342964
          11    0.343052
          12    0.343032
          13    0.342896
          14    0.342918
          15    0.342904
          16     0.34282
          17    0.342819
          18    0.342819
          19    0.342832
          20    0.342738
