#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.234019    0.234019           0
           2    0.232191    0.233105 0.000646124
           3    0.235362    0.233857 0.000750258
           4    0.237138    0.234678 0.000906113
           5    0.233042     0.23435 0.000781737
           6    0.234149    0.234317 0.000652169
           7    0.235333    0.234462 0.000574935
           8    0.233499    0.234342 0.000515525
           9     0.23065    0.233931 0.000599609
          10    0.234726    0.234011 0.000544883
          11    0.235067    0.234107 0.000503744
          12    0.233936    0.234093 0.000461966
          13    0.235263    0.234183  0.00043511
          14    0.238039    0.234458 0.000483405
          15    0.233976    0.234426 0.000452243
          16    0.234734    0.234445 0.000424387
          17    0.232577    0.234335 0.000413406
          18    0.232441     0.23423 0.000403613
          19    0.230356    0.234026   0.0004308
          20    0.232782    0.233964 0.000413729
