#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.544299    0.544299           0
           2    0.521115    0.532707  0.00819658
           3    0.530261    0.531892  0.00550479
           4    0.515162    0.527709  0.00549233
           5    0.527662      0.5277  0.00439387
           6    0.531309    0.528301  0.00370251
           7    0.524513     0.52776  0.00321288
           8     0.52604    0.527545  0.00281845
           9    0.532043    0.528045  0.00254922
          10    0.532958    0.528536  0.00234116
          11    0.535721    0.529189  0.00221756
          12    0.530839    0.529327  0.00203702
          13    0.537565    0.529961  0.00197643
          14    0.530352    0.529988  0.00183545
          15    0.535773    0.530374  0.00175313
          16    0.527896    0.530219  0.00165038
          17     0.52251    0.529766   0.0016144
          18    0.536407    0.530135  0.00156631
          19    0.532103    0.530238   0.0014873
          20    0.521367    0.529795   0.0014776
