#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.91435    -0.91435           0
           2   -0.914373   -0.914362 8.37215e-06
           3   -0.909781   -0.912835  0.00124664
           4   -0.912058   -0.912641 0.000949985
           5    -0.91256   -0.912625 0.000760123
           6   -0.912378   -0.912584 0.000634544
           7    -0.91274   -0.912606 0.000544291
           8   -0.915285   -0.912941 0.000570018
           9   -0.911802   -0.912814 0.000520528
          10   -0.910484   -0.912581 0.000518035
          11   -0.915907   -0.912884 0.000552178
          12   -0.912009   -0.912811 0.000510953
          13   -0.915177   -0.912993 0.000503032
          14   -0.914047   -0.913068 0.000472702
          15   -0.913229   -0.913079 0.000441311
          16   -0.913576    -0.91311  0.00041482
          17   -0.914314   -0.913181 0.000396417
          18   -0.911637   -0.913095 0.000383556
          19   -0.913035   -0.913092 0.000363382
          20   -0.914299   -0.913152 0.000350191
