#   N_BLOCK:  ACCEPTANCE:
           1    0.493584
           2    0.493412
           3    0.493469
           4     0.49362
           5    0.493621
           6    0.493537
           7    0.493388
           8    0.493383
           9    0.493443
          10    0.493455
          11    0.493334
          12    0.493335
          13    0.493258
          14     0.49312
          15    0.493137
          16    0.493095
          17    0.493094
          18     0.49314
          19    0.493157
          20    0.493177
