#   N_BLOCK:  ACCEPTANCE:
           1    0.376945
           2    0.376864
           3    0.377125
           4    0.377176
           5      0.3771
           6    0.377136
           7     0.37704
           8    0.377051
           9    0.377268
          10    0.377345
          11    0.377409
          12    0.377423
          13    0.377371
          14    0.377387
          15    0.377423
          16    0.377345
          17    0.377353
          18    0.377409
          19    0.377348
          20    0.377226
