#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.638716   -0.638716           0
           2   -0.641428   -0.640072 0.000958837
           3   -0.638292   -0.639479 0.000802063
           4   -0.639192   -0.639407  0.00060474
           5   -0.638912   -0.639308 0.000491829
           6   -0.639128   -0.639278 0.000410771
           7   -0.639904   -0.639367 0.000361693
           8   -0.638964   -0.639317 0.000319978
           9    -0.63666   -0.639022 0.000397957
          10   -0.639364   -0.639056  0.00035963
          11   -0.638148   -0.638973 0.000336276
          12   -0.638356   -0.638922 0.000312165
          13   -0.641224   -0.639099 0.000334628
          14   -0.638332   -0.639044  0.00031518
          15   -0.637932    -0.63897 0.000302765
          16   -0.642048   -0.639162 0.000339497
          17    -0.64058   -0.639246 0.000329608
          18   -0.638272   -0.639192 0.000315705
          19   -0.639728    -0.63922 0.000300348
          20   -0.641072   -0.639313 0.000299265
