#   N_BLOCK:  ACCEPTANCE:
           1   0.0147467
           2   0.0149903
           3    0.015277
           4   0.0148531
           5   0.0148582
           6   0.0147543
           7   0.0146598
           8   0.0147293
           9   0.0145346
          10   0.0145279
          11   0.0142804
          12   0.0141382
          13   0.0141662
          14   0.0139239
          15    0.013955
          16   0.0138472
          17   0.0137374
          18   0.0137057
          19   0.0135626
          20   0.0137769
