#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0401096   0.0401096           0
           2   0.0390488   0.0395792 0.000375049
           3    0.038402   0.0391868 0.000406409
           4   0.0361924   0.0384382 0.000716386
           5    0.039544   0.0386594 0.000606286
           6   0.0374828   0.0384633 0.000536013
           7   0.0360428   0.0381175 0.000559972
           8   0.0406876   0.0384388 0.000574792
           9   0.0370992   0.0382899 0.000529846
          10   0.0360528   0.0380662 0.000521957
          11   0.0387144   0.0381251 0.000477821
          12   0.0427588   0.0385113 0.000573171
          13    0.038992   0.0385482 0.000530272
          14   0.0399712   0.0386499 0.000502042
          15   0.0378992   0.0385998  0.00047106
          16   0.0394664    0.038654 0.000444722
          17    0.039972   0.0387315 0.000425266
          18   0.0379592   0.0386886 0.000403799
          19   0.0369052   0.0385948 0.000393304
          20   0.0432932   0.0388297 0.000438218
