#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.900152   -0.900152           0
           2   -0.890332   -0.895242  0.00347189
           3   -0.890312   -0.893599  0.00267539
           4     -0.9003   -0.895274  0.00247614
           5   -0.902124   -0.896644  0.00232928
           6   -0.897372   -0.896765  0.00194422
           7   -0.895596   -0.896598  0.00167364
           8    -0.90026   -0.897056  0.00152574
           9   -0.892452   -0.896544  0.00143942
          10   -0.895124   -0.896402  0.00130247
          11   -0.897472     -0.8965  0.00118768
          12   -0.903372   -0.897072  0.00121899
          13   -0.892136   -0.896693  0.00118289
          14     -0.8971   -0.896722  0.00109875
          15   -0.894644   -0.896583   0.0010342
          16   -0.901764   -0.896907  0.00101899
          17    -0.89508     -0.8968 0.000964699
          18   -0.894916   -0.896695 0.000916762
          19   -0.893892   -0.896547 0.000880301
          20   -0.896568   -0.896548 0.000836286
