#   N_BLOCK:  ACCEPTANCE:
           1    0.532057
           2    0.532003
           3     0.53186
           4    0.531892
           5    0.531995
           6    0.531918
           7    0.531799
           8    0.531773
           9    0.531869
          10    0.531941
          11    0.531932
          12    0.531903
          13    0.531855
          14    0.531827
          15     0.53183
          16    0.531833
          17    0.531822
          18    0.531845
          19    0.531905
          20    0.531936
