#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.767907   -0.767907           0
           2   -0.766455   -0.767181 0.000513478
           3   -0.768715   -0.767692  0.00053978
           4   -0.766556   -0.767408 0.000473736
           5   -0.768665    -0.76766 0.000440678
           6   -0.767897   -0.767699 0.000368998
           7   -0.767095   -0.767613 0.000326214
           8   -0.767957   -0.767656 0.000288257
           9   -0.766782   -0.767559 0.000272093
          10   -0.767748   -0.767578 0.000245541
          11   -0.767058    -0.76753 0.000227714
          12   -0.766847   -0.767473 0.000215734
          13   -0.766857   -0.767426 0.000204288
          14   -0.767072   -0.767401 0.000191251
          15   -0.766574   -0.767346 0.000186277
          16   -0.767924   -0.767382 0.000178111
          17   -0.767917   -0.767413 0.000170396
          18   -0.767844   -0.767437 0.000162604
          19   -0.769311   -0.767536 0.000181504
          20   -0.767136   -0.767516 0.000173529
