#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.436051    0.436051           0
           2    0.440546    0.438299  0.00158952
           3    0.438596    0.438398  0.00106276
           4    0.431658    0.436713  0.00166268
           5    0.436473    0.436665  0.00133083
           6    0.436558    0.436647  0.00110915
           7    0.434278    0.436308    0.001001
           8    0.435159    0.436165 0.000886129
           9    0.438984    0.436478 0.000841233
          10     0.44071    0.436901 0.000856965
          11     0.44064    0.437241 0.000843774
          12    0.428293    0.436495  0.00105259
          13    0.439282     0.43671 0.000993205
          14    0.435271    0.436607 0.000927566
          15    0.451347     0.43759  0.00128482
          16    0.446403    0.438141  0.00131732
          17    0.439135    0.438199  0.00124113
          18    0.443057    0.438469  0.00120116
          19    0.442153    0.438663  0.00115348
          20    0.438865    0.438673  0.00109585
