#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.357821    0.357821           0
           2    0.338501    0.348161  0.00683046
           3    0.355959     0.35076  0.00502395
           4    0.348216    0.350124  0.00380802
           5    0.347553     0.34961  0.00308094
           6    0.353231    0.350213   0.0026259
           7    0.338964    0.348606   0.0026981
           8    0.351789    0.349004  0.00238999
           9    0.355843    0.349764  0.00224198
          10    0.351173    0.349905   0.0020222
          11    0.345949    0.349545  0.00187007
          12    0.351202    0.349683  0.00171932
          13    0.346325    0.349425  0.00160636
          14    0.354091    0.349758   0.0015258
          15    0.342389    0.349267   0.0015011
          16    0.357351    0.349772  0.00148988
          17    0.347322    0.349628  0.00140919
          18     0.35671    0.350022  0.00138475
          19    0.340389    0.349515   0.0014016
          20    0.352006    0.349639  0.00133704
