#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.024762    0.024762           0
           2    0.031586    0.028174  0.00241265
           3     0.03901    0.031786  0.00335928
           4    0.041758    0.034279  0.00331798
           5     0.03762   0.0349472  0.00272083
           6    0.026312    0.033508   0.0026205
           7    0.029792   0.0329771  0.00229928
           8      0.0412    0.034005  0.00222981
           9    0.035638   0.0341864  0.00198942
          10    0.028108   0.0335786  0.00188105
          11    0.040776   0.0342329  0.00182029
          12     0.03434   0.0342418  0.00166862
          13    0.030586   0.0339606  0.00156378
          14    0.031832   0.0338086  0.00145946
          15    0.030424   0.0335829  0.00137949
          16    0.025534   0.0330799  0.00138196
          17    0.019888   0.0323039  0.00150282
          18    0.035938   0.0325058  0.00143283
          19     0.03837   0.0328144  0.00139026
          20    0.030568   0.0327021  0.00132528
