#   N_BLOCK:  ACCEPTANCE:
           1    0.462001
           2    0.461856
           3    0.461978
           4    0.462038
           5    0.462069
           6    0.462062
           7    0.461964
           8    0.462027
           9    0.461895
          10    0.461919
          11    0.461824
          12    0.461811
          13    0.461668
          14    0.461519
          15    0.461541
          16    0.461497
          17    0.461429
          18    0.461455
          19    0.461471
          20    0.461422
