#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.515237    0.515237           0
           2    0.466308    0.490772   0.0172991
           3    0.479693    0.487079   0.0119205
           4    0.488357    0.487399  0.00894462
           5     0.49576    0.489071  0.00731036
           6     0.50349    0.491474  0.00647494
           7    0.490667    0.491359  0.00555097
           8    0.482839    0.490294  0.00495821
           9    0.486968    0.489924  0.00442105
          10    0.473002    0.488232  0.00429062
          11    0.496425    0.488977  0.00396468
          12    0.493928    0.489389  0.00365569
          13    0.500727    0.490262  0.00347695
          14    0.486082    0.489963  0.00324139
          15    0.501268    0.490717  0.00311168
          16    0.482508    0.490204  0.00295919
          17    0.492313    0.490328  0.00278772
          18    0.493653    0.490512  0.00263896
          19    0.495194    0.490759  0.00251155
          20    0.507373     0.49159  0.00251961
