#   N_BLOCK:  ACCEPTANCE:
           1    0.144837
           2     0.14499
           3    0.145396
           4    0.145677
           5    0.145618
           6    0.145745
           7    0.145672
           8     0.14566
           9    0.145978
          10    0.146203
          11    0.145757
          12    0.145869
          13    0.145709
          14    0.145519
          15    0.145586
          16    0.145555
          17     0.14544
          18     0.14551
          19    0.145599
          20    0.145609
