#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.513096    0.513096           0
           2    0.516172    0.514634  0.00108736
           3    0.536998    0.522089  0.00612981
           4    0.523516    0.522446  0.00460773
           5    0.520492    0.522055  0.00370271
           6       0.545    0.525879  0.00465917
           7    0.529306    0.526369  0.00401922
           8     0.53884    0.527928  0.00380715
           9     0.51183    0.526139    0.003781
          10     0.54247    0.527772  0.00373898
          11    0.535089    0.528437  0.00345774
          12    0.553846    0.530555  0.00376245
          13    0.524353    0.530078  0.00350314
          14    0.513646    0.528904  0.00344392
          15    0.519106    0.528251  0.00327568
          16    0.506848    0.526913  0.00333291
          17    0.505446     0.52565  0.00336759
          18    0.570596    0.528147   0.0040005
          19    0.516166    0.527517  0.00383933
          20    0.518627    0.527072    0.003673
