#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.023422    0.023422           0
           2    0.029706    0.026564  0.00222173
           3    0.038322   0.0304833  0.00352627
           4    0.038774    0.032556  0.00319631
           5     0.03606   0.0332568  0.00263276
           6    0.025216   0.0319167  0.00251199
           7     0.02823     0.03139  0.00220766
           8    0.038568   0.0322872  0.00210616
           9    0.031832   0.0322367  0.00187275
          10    0.025446   0.0315576  0.00180439
          11    0.039324   0.0322636  0.00177312
          12    0.032628    0.032294  0.00162562
          13     0.03043   0.0321506  0.00150688
          14    0.030366   0.0320231  0.00140463
          15     0.02778   0.0317403  0.00133917
          16    0.023774   0.0312424  0.00134484
          17    0.019794   0.0305689   0.0014244
          18    0.032278   0.0306639  0.00134843
          19    0.036256   0.0309582  0.00130919
          20    0.028458   0.0308332  0.00124968
