#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.417588    0.417588           0
           2    0.402019    0.409804  0.00550462
           3    0.422293    0.413967  0.00500204
           4     0.40996    0.412965  0.00385053
           5    0.407282    0.411828  0.00324385
           6     0.41983    0.413162  0.00296467
           7     0.42177    0.414392  0.00278451
           8     0.41158     0.41404  0.00245852
           9    0.414257    0.414064  0.00218547
          10    0.421424      0.4148  0.00208718
          11     0.40024    0.413477  0.00227882
          12    0.392241    0.411707  0.00268963
          13     0.43043    0.413147  0.00284231
          14    0.431189    0.414436  0.00291683
          15    0.419649    0.414783    0.002743
          16    0.391875    0.413352  0.00292144
          17    0.445295    0.415231  0.00329897
          18    0.429801     0.41604  0.00321347
          19    0.424636    0.416493  0.00307602
          20    0.419929    0.416664  0.00292701
