#   N_BLOCK:  ACCEPTANCE:
           1   0.0641638
           2   0.0640859
           3   0.0639408
           4   0.0633732
           5   0.0630089
           6   0.0628725
           7   0.0627957
           8   0.0626192
           9   0.0628796
          10   0.0628508
          11   0.0623357
          12   0.0618634
          13   0.0620687
          14   0.0620149
          15   0.0619299
          16   0.0617525
          17   0.0617861
          18    0.061844
          19    0.061632
          20   0.0616126
