#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.17584     0.17584           0
           2    0.160662    0.168251  0.00536623
           3     0.12699    0.154497   0.0117859
           4     0.17329    0.159195  0.00973088
           5    0.153328    0.158022  0.00785514
           6    0.182524    0.162106  0.00753302
           7    0.151948    0.160655  0.00659516
           8    0.160718    0.160663  0.00577077
           9    0.166446    0.161305  0.00516523
          10    0.157142    0.160889  0.00466545
          11    0.161444    0.160939  0.00424159
          12    0.172676    0.161917   0.0039993
          13    0.167532    0.162349  0.00371491
          14     0.18917    0.164265  0.00391248
          15    0.169592     0.16462  0.00366773
          16    0.174208    0.165219   0.0034871
          17    0.184796    0.166371  0.00346691
          18    0.212396    0.168928  0.00411046
          19    0.176982    0.169352  0.00391591
          20    0.172636    0.169516  0.00372356
