#   N_BLOCK:  ACCEPTANCE:
           1    0.213777
           2     0.21347
           3    0.213854
           4    0.214029
           5    0.213952
           6    0.213865
           7    0.214031
           8     0.21413
           9    0.214247
          10    0.214099
          11    0.214001
          12    0.214129
          13    0.214247
          14    0.214164
          15    0.214102
          16    0.214021
          17    0.213966
          18    0.213889
          19    0.213958
          20    0.213863
