#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.505742    0.505742           0
           2    0.497405    0.501574  0.00294771
           3    0.516714    0.506621  0.00456531
           4    0.499212    0.504769  0.00378103
           5    0.491684    0.502152  0.00382465
           6    0.463271    0.495672  0.00671942
           7    0.516056    0.498584  0.00635927
           8     0.48402    0.496763   0.0058191
           9    0.488949    0.495895  0.00523691
          10    0.458723    0.492178  0.00588645
          11    0.510655    0.493857  0.00558585
          12    0.504268    0.494725  0.00518729
          13    0.490793    0.494423  0.00479708
          14    0.468471    0.492569  0.00479924
          15    0.480021    0.491732  0.00455161
          16    0.500735    0.492295  0.00430177
          17    0.500221    0.492761  0.00407391
          18    0.504571    0.493417  0.00390006
          19    0.472326    0.492307  0.00384953
          20    0.495297    0.492457  0.00365995
