#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.963063   -0.963063           0
           2   -0.962149   -0.962606 0.000323275
           3   -0.955532   -0.960248  0.00193752
           4   -0.964428   -0.961293  0.00171195
           5   -0.963123   -0.961659  0.00140814
           6   -0.965154   -0.962242   0.0012883
           7   -0.961855   -0.962186  0.00110544
           8   -0.965614   -0.962615  0.00104702
           9   -0.966109   -0.963003  0.00100007
          10   -0.967905   -0.963493  0.00101311
          11   -0.963274   -0.963473 0.000921205
          12   -0.961225   -0.963286 0.000863284
          13   -0.965261   -0.963438 0.000810133
          14   -0.966218   -0.963636 0.000776218
          15   -0.967548   -0.963897 0.000767031
          16   -0.962002   -0.963779 0.000728177
          17   -0.961099   -0.963621 0.000702201
          18   -0.961884   -0.963525 0.000669793
          19   -0.966958   -0.963705 0.000658459
          20   -0.965287   -0.963784 0.000630266
