#   N_BLOCK:  ACCEPTANCE:
           1    0.446082
           2    0.445737
           3    0.445761
           4    0.445917
           5     0.44575
           6     0.44573
           7    0.445593
           8    0.445608
           9    0.445567
          10    0.445662
          11    0.445676
          12    0.445763
          13      0.4457
          14    0.445568
          15    0.445628
          16    0.445516
          17    0.445511
          18    0.445498
          19    0.445513
          20    0.445508
