#   N_BLOCK:  ACCEPTANCE:
           1   0.0839448
           2   0.0837687
           3   0.0833177
           4   0.0827543
           5   0.0827383
           6   0.0825391
           7   0.0823937
           8   0.0825336
           9   0.0831306
          10   0.0831427
          11   0.0829683
          12   0.0831107
          13   0.0830224
          14   0.0826412
          15   0.0825947
          16   0.0824541
          17   0.0824309
          18   0.0825643
          19   0.0824024
          20   0.0822329
