#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1           1           1           0
           2           1           1           0
           3           1           1           0
           4           1           1           0
           5           1           1           0
           6           1           1           0
           7           1           1           0
           8           1           1           0
           9           1           1           0
          10           1           1           0
          11           1           1           0
          12           1           1           0
          13           1           1           0
          14           1           1           0
          15           1           1           0
          16           1           1           0
          17           1           1           0
          18           1           1           0
          19           1           1           0
          20           1           1           0
          21           1           1           0
          22           1           1           0
          23           1           1           0
          24           1           1           0
          25           1           1           0
          26           1           1           0
          27           1           1           0
          28           1           1           0
          29           1           1           0
          30           1           1           0
          31           1           1           0
          32           1           1           0
          33           1           1           0
          34           1           1           0
          35           1           1           0
          36           1           1           0
          37        0.96    0.998919  0.00106637
          38        0.88    0.995789  0.00325788
          39        0.92    0.993846  0.00370893
          40        0.84        0.99  0.00524404
          41        0.96    0.989268  0.00516694
          42           1    0.989524  0.00505023
          43           1    0.989767  0.00493865
          44           1        0.99  0.00483188
          45           1    0.990222  0.00472962
          46           1    0.990435  0.00463157
          47           1    0.990638   0.0045375
          48           1    0.990833  0.00444716
          49           1     0.99102  0.00436033
          50           1      0.9912  0.00427682
          51           1    0.991373  0.00419644
          52           1    0.991538  0.00411902
          53           1    0.991698  0.00404439
          54           1    0.991852  0.00397242
          55           1       0.992  0.00390296
          56        0.92    0.990714  0.00403948
          57         0.8    0.987368  0.00517188
          58        0.84    0.984828   0.0056726
          59        0.88    0.983051  0.00584809
          60        0.84    0.980667  0.00621766
          61        0.84    0.978361  0.00652937
          62           1     0.97871  0.00643338
          63           1    0.979048  0.00634013
          64           1    0.979375  0.00624951
          65           1    0.979692  0.00616142
          66           1        0.98  0.00607574
          67           1    0.980299  0.00599238
          68           1    0.980588  0.00591126
          69           1     0.98087  0.00583228
          70           1    0.981143  0.00575536
          71           1    0.981408  0.00568043
          72           1    0.981667   0.0056074
          73           1    0.981918   0.0055362
          74           1    0.982162  0.00546678
          75           1      0.9824  0.00539906
          76           1    0.982632  0.00533299
          77           1    0.982857  0.00526849
          78           1    0.983077  0.00520553
          79           1    0.983291  0.00514404
          80           1      0.9835  0.00508398
          81           1    0.983704   0.0050253
          82           1    0.983902  0.00496794
          83           1    0.984096  0.00491187
          84           1    0.984286  0.00485704
          85           1    0.984471  0.00480342
          86           1    0.984651  0.00475096
          87           1    0.984828  0.00469962
          88           1       0.985  0.00464938
          89           1    0.985169  0.00460019
          90           1    0.985333  0.00455203
          91           1    0.985495  0.00450486
          92           1    0.985652  0.00445865
          93           1    0.985806  0.00441338
          94           1    0.985957  0.00436901
          95           1    0.986105  0.00432552
          96           1     0.98625  0.00428288
          97           1    0.986392  0.00424108
          98           1    0.986531  0.00420007
          99           1    0.986667  0.00415985
         100           1      0.9868  0.00412039
         101           1    0.986931  0.00408166
         102           1    0.987059  0.00404366
         103           1    0.987184  0.00400635
         104           1    0.987308  0.00396972
         105           1    0.987429  0.00393376
         106           1    0.987547  0.00389843
         107           1    0.987664  0.00386374
         108           1    0.987778  0.00382965
         109           1     0.98789  0.00379616
         110           1       0.988  0.00376324
         111           1    0.988108  0.00373089
         112           1    0.988214  0.00369909
         113           1    0.988319  0.00366782
         114           1    0.988421  0.00363708
         115           1    0.988522  0.00360685
         116           1    0.988621  0.00357711
         117           1    0.988718  0.00354786
         118           1    0.988814  0.00351908
         119           1    0.988908  0.00349076
         120           1       0.989   0.0034629
         121           1    0.989091  0.00343547
         122           1     0.98918  0.00340848
         123           1    0.989268   0.0033819
         124           1    0.989355  0.00335573
         125           1     0.98944  0.00332997
         126           1    0.989524  0.00330459
         127           1    0.989606   0.0032796
         128           1    0.989688  0.00325499
         129           1    0.989767  0.00323074
         130           1    0.989846  0.00320684
         131           1    0.989924   0.0031833
         132           1        0.99   0.0031601
         133           1    0.990075  0.00313723
         134           1    0.990149   0.0031147
         135           1    0.990222  0.00309248
         136           1    0.990294  0.00307057
         137           1    0.990365  0.00304898
         138           1    0.990435  0.00302768
         139           1    0.990504  0.00300668
         140           1    0.990571  0.00298597
         141           1    0.990638  0.00296554
         142           1    0.990704  0.00294539
         143           1    0.990769  0.00292551
         144           1    0.990833   0.0029059
         145           1    0.990897  0.00288655
         146           1    0.990959  0.00286745
         147           1     0.99102   0.0028486
         148           1    0.991081     0.00283
         149           1    0.991141  0.00281164
         150           1      0.9912  0.00279352
         151           1    0.991258  0.00277562
         152           1    0.991316  0.00275796
         153           1    0.991373  0.00274052
         154           1    0.991429  0.00272329
         155           1    0.991484  0.00270629
         156           1    0.991538  0.00268949
         157           1    0.991592   0.0026729
         158           1    0.991646  0.00265651
         159           1    0.991698  0.00264032
         160           1     0.99175  0.00262433
         161           1    0.991801  0.00260853
         162           1    0.991852  0.00259292
         163           1    0.991902  0.00257749
         164        0.92    0.991463   0.0025988
         165        0.92     0.99103  0.00261889
         166           1    0.991084  0.00260367
         167           1    0.991138  0.00258863
         168           1     0.99119  0.00257376
         169           1    0.991243  0.00255905
         170           1    0.991294  0.00254452
         171           1    0.991345  0.00253015
         172           1    0.991395  0.00251594
         173           1    0.991445  0.00250189
         174           1    0.991494  0.00248799
         175           1    0.991543  0.00247425
         176           1    0.991591  0.00246066
         177           1    0.991638  0.00244721
         178           1    0.991685  0.00243392
         179           1    0.991732  0.00242076
         180           1    0.991778  0.00240775
         181           1    0.991823  0.00239488
         182           1    0.991868  0.00238214
         183           1    0.991913  0.00236954
         184           1    0.991957  0.00235706
         185           1       0.992  0.00234473
         186           1    0.992043  0.00233251
         187           1    0.992086  0.00232043
         188           1    0.992128  0.00230847
         189           1    0.992169  0.00229663
         190           1    0.992211  0.00228491
         191           1    0.992251  0.00227331
         192           1    0.992292  0.00226183
         193           1    0.992332  0.00225046
         194           1    0.992371  0.00223921
         195           1     0.99241  0.00222807
