#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  -0.0614376  -0.0614376           0
           2   -0.150115   -0.105776   0.0313521
           3   -0.109083   -0.106879   0.0209208
           4   -0.009874  -0.0826274   0.0262161
           5   -0.273876   -0.120877   0.0401285
           6   0.0538416  -0.0917574   0.0427188
           7     -0.2466   -0.113878   0.0419541
           8   -0.164031   -0.120147   0.0371753
           9    0.038518   -0.102517   0.0369894
          10   0.0081604  -0.0914497   0.0349071
          11    -0.13168  -0.0951069   0.0319247
          12   0.0303976  -0.0846482   0.0309301
          13    0.152488   -0.066407   0.0335007
          14   -0.004446  -0.0619812   0.0313988
          15    0.050844  -0.0544595    0.030193
          16   -0.013708  -0.0519125   0.0284132
          17   -0.129467  -0.0564746   0.0271056
          18  -0.0967044  -0.0587096   0.0256917
          19  -0.0859112  -0.0601412   0.0243794
          20    0.231841  -0.0455421   0.0271824
