#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.972456   -0.972456           0
           2   -0.974445    -0.97345 0.000703147
           3   -0.974958   -0.973953 0.000623049
           4   -0.974514   -0.974093 0.000482832
           5   -0.973533   -0.973981 0.000399071
           6   -0.973367   -0.973879 0.000345434
           7    -0.97442   -0.973956 0.000304612
           8   -0.973522   -0.973902 0.000271337
           9    -0.97541    -0.97407 0.000288347
          10   -0.974864   -0.974149 0.000270236
          11   -0.976352   -0.974349 0.000311155
          12   -0.973072   -0.974243 0.000302883
          13   -0.976904   -0.974448 0.000341832
          14   -0.976983   -0.974629 0.000362235
          15   -0.974728   -0.974635 0.000338147
          16   -0.973193   -0.974545 0.000328811
          17    -0.97559   -0.974607 0.000315166
          18   -0.974297   -0.974589 0.000298126
          19   -0.973858   -0.974551 0.000284907
          20   -0.974313   -0.974539  0.00027091
