#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.100052    0.100052           0
           2    0.088132    0.094092  0.00421436
           3    0.090324    0.092836  0.00299088
           4    0.073314   0.0879555    0.004785
           5    0.084192   0.0872028  0.00388675
           6    0.081312    0.086221  0.00336067
           7     0.09015   0.0867823  0.00292707
           8    0.083908    0.086423  0.00258315
           9    0.090806     0.08691  0.00234159
          10    0.120458   0.0902648  0.00381713
          11    0.077808   0.0891324  0.00363422
          12     0.09796    0.089868  0.00340501
          13    0.081778   0.0892457  0.00319944
          14    0.100608   0.0900573  0.00307213
          15     0.09337   0.0902781  0.00287524
          16    0.098876   0.0908155   0.0027453
          17    0.098686   0.0912785  0.00262256
          18    0.093548   0.0914046  0.00247989
          19       0.105   0.0921201  0.00245043
          20    0.103516   0.0926899  0.00239324
