#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.724926   -0.724926           0
           2   -0.725086   -0.725006 5.66817e-05
           3   -0.723378   -0.724463 0.000444755
           4   -0.724854   -0.724561 0.000344138
           5   -0.724832   -0.724615 0.000279568
           6   -0.725641   -0.724786 0.000280438
           7   -0.725289   -0.724858 0.000249395
           8   -0.725059   -0.724883 0.000219483
           9   -0.726457   -0.725058 0.000255433
          10   -0.724503   -0.725002 0.000235847
          11   -0.723781   -0.724891 0.000239125
          12   -0.723898   -0.724809 0.000233088
          13   -0.724129   -0.724756 0.000220943
          14   -0.724246    -0.72472 0.000208144
          15   -0.723604   -0.724645 0.000207142
          16   -0.723437    -0.72457 0.000207509
          17   -0.726207   -0.724666 0.000216488
          18   -0.725676   -0.724722 0.000211609
          19   -0.724567   -0.724714  0.00020063
          20   -0.725982   -0.724778 0.000200369
