#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        5.39        5.39           0
           2      4.8248      5.1074    0.199828
           3     5.09384     5.10288     0.13327
           4     5.69496      5.2509    0.162551
           5     5.79714     5.36015    0.162662
           6     5.75482     5.42593    0.148256
           7      4.8516     5.34388    0.148049
           8     5.62936     5.37956    0.133774
           9     6.11826     5.46164    0.141873
          10      5.4247     5.45795    0.127733
          11      5.6741      5.4776    0.117623
          12     5.50274     5.47969     0.10784
          13     5.28636     5.46482    0.100565
          14      5.5674     5.47215    0.093648
          15     5.61322     5.48155   0.0878758
          16     6.05432     5.51735   0.0893781
          17     5.86046     5.53753   0.0863693
          18     5.71456     5.54737   0.0821291
          19     5.09482     5.52355   0.0811868
          20     6.10984     5.55287   0.0822498
