#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.410073    0.410073           0
           2    0.405722    0.407898  0.00153841
           3     0.40905    0.408282  0.00107248
           4    0.405382    0.407557  0.00102039
           5    0.414734    0.408992  0.00152149
           6    0.414276    0.409873  0.00150126
           7    0.406129    0.409338  0.00137875
           8    0.410322    0.409461  0.00121189
           9    0.412703    0.409821   0.0011295
          10    0.405157    0.409355   0.0011087
          11    0.416214    0.409978  0.00117019
          12    0.409523     0.40994  0.00107329
          13    0.406047    0.409641  0.00103166
          14    0.407966    0.409521 0.000964883
          15    0.410621    0.409595  0.00090334
          16    0.416976    0.410056 0.000957457
          17    0.408961    0.409992 0.000903299
          18    0.404463    0.409684 0.000903822
          19    0.407149    0.409551 0.000866045
          20    0.412081    0.409677 0.000831929
